Unnamed: 0,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,Énergie produite annuelle (kWh / m2 de panneau)
155,"V16 - Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Forges-les-Eaux à Mesnières en Bray",https://www.af3v.org/les-voies-vertes/voies/32-avenue-verte-london-paris-voie-verte-du-pays-de-bray-de-forges-les-eaux-a-mesnieres-en-bray,DIEPPE,FORGES LES EAUX,"23,2km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3796611074728766,49.608211999999995,1.542654,49.76067393549589&crs=EPSG:4326","('1.3796611074728766', '49.608211999999995')","('1.542654', '49.76067393549589')","(1.4611575537364383, 49.68444296774794)",267.6
156,V91 - Promenade Périgord - Quercy,https://www.af3v.org/les-voies-vertes/voies/112-promenade-perigord-quercy,SARLAT LA CANEDA,PEYRILLAC ET MILLAC,"23,3km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.231657,44.827643529013976,1.43335910607955,44.888758&crs=EPSG:4326","('1.231657', '44.827643529013976')","('1.43335910607955', '44.888758')","(1.332508053039775, 44.85820076450699)",275.19
157,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Monthermé à Charleville-Mézières",https://www.af3v.org/les-voies-vertes/voies/720-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-montherme-a-charleville-mezieres,MONTHERME,CHARLEVILLE MEZIERES,"23,3km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.7238370000000005,49.758307,4.781113,49.88784686449263&crs=EPSG:4326","('4.7238370000000005', '49.758307')","('4.781113', '49.88784686449263')","(4.7524750000000004, 49.823076932246316)",267.0
158,V 3003 - Voie verte du Pont-du-Gard,https://www.af3v.org/les-voies-vertes/voies/451-voie-verte-du-pont-du-gard,UZES,SERNHAC,"23,3km",Voie verte lisse,Voie  en site propre,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.40331537332972,43.91265700000001,4.559777,44.010078&crs=EPSG:4326","('4.40331537332972', '43.91265700000001')","('4.559777', '44.010078')","(4.48154618666486, 43.96136750000001)",253.32
159,"EV5 - Via Romea Francigena, de Calais à Ardres",https://www.af3v.org/les-voies-vertes/voies/690-ev5-via-romea-francigena-de-calais-a-ardres,CALAIS,ARDRES,"23,5km",Voie verte lisse,,,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.8546870504537603,50.85054836224369,1.9804103955965797,50.961899999999986&crs=EPSG:4326","('1.8546870504537603', '50.85054836224369')","('1.9804103955965797', '50.961899999999986')","(1.91754872302517, 50.90622418112184)",264.55
160,La FrancoVéloSuisse,https://www.af3v.org/les-voies-vertes/voies/343-la-francovelosuisse,BELFORT,DELLE,"23,6km",Voie verte lisse,Voies en site propre 95% ; voies partagées 5%,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.859455,47.50106,7.005097,47.628622&crs=EPSG:4326","('6.859455', '47.50106')","('7.005097', '47.628622')","(6.932276, 47.564841)",252.72
161,"EV1 - Vélodyssée, de La Trembalde à Royan / Voie Verte de La Tremblade à Saint-Palais-sur-Mer",https://www.af3v.org/les-voies-vertes/voies/1218-velodyssee-de-la-trembalde-a-royan-voie-verte-de-la-tremblade-a-saint-palais-sur-mer,LA TREMBLADE,ROYAN,"24,2km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.2307845781479803,45.617568,-1.031803,45.83742599999999&crs=EPSG:4326","('-1.2307845781479803', '45.617568')","('-1.031803', '45.83742599999999')","(-1.13129378907399, 45.72749699999999)",274.3
162,Voie Verte de Cuise-la-Motte à Soissons,https://www.af3v.org/les-voies-vertes/voies/371-voie-verte-de-cuise-la-motte-a-soissons,CUISE LA MOTTE,SOISSONS,"24,2km",Voie verte lisse,Voie ferrée,enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.00041,49.3640142797837,3.3290182016486,49.405394999999984&crs=EPSG:4326","('3.00041', '49.3640142797837')","('3.3290182016486', '49.405394999999984')","(3.1647141008243, 49.384704639891844)",270.04
163,Voie Verte Lo Camin de Hé,https://www.af3v.org/les-voies-vertes/voies/327-voie-verte-lo-camin-de-he,VIELLE ST GIRONS,TALLER,"24,2km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.309854,43.867587,-1.071773,43.918931&crs=EPSG:4326","('-1.309854', '43.867587')","('-1.071773', '43.918931')","(-1.1908135, 43.893259)",271.56
164,"V56 - St-Jacques à vélo via Vézelay / Voie Verte des Berges de l'Isle, de Bassillac à Marsac-sur-l'Isle",https://www.af3v.org/les-voies-vertes/voies/129-st-jacques-a-velo-via-vezelay-voie-verte-des-berges-de-l-isle-de-bassillac-a-marsac-sur-l-isle,BASSILLAC,MARSAC SUR L ISLE,"24,3km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.6106,45.174799,0.803579,45.203479&crs=EPSG:4326","('0.6106', '45.174799')","('0.803579', '45.203479')","(0.7070895, 45.189139)",274.3
165,"EV4 - La Vélomaritime, de Honfleur au Havre",https://www.af3v.org/les-voies-vertes/voies/651-ev4-la-velomaritime-de-honfleur-au-havre,HONFLEUR,LE HAVRE,"24,4km",Voie verte lisse,Route,Lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.096297803020272,49.417582930517,0.27572251899272104,49.49272563192889&crs=EPSG:4326","('0.096297803020272', '49.417582930517')","('0.27572251899272104', '49.49272563192889')","(0.18601016100649653, 49.455154281222946)",269.73
166,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/903-voie-verte-la-traverse,ST TRIVIER DE COURTES,ATTIGNAT,"24,6km",Voie verte lisse,ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.262109382277,5.17466171262422,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.262109382277')","('5.17466171262422', '46.45792289103629')","(5.126783416020437, 46.36001613665665)",255.73
167,"EV4 - La Vélomaritime, de Courseulles-sur-Mer à Bénouville",https://www.af3v.org/les-voies-vertes/voies/649-ev4-la-velomaritime-de-courseulles-sur-mer-a-benouville,COURSEULLES SUR MER,BENOUVILLE,"24,7km",Voie verte lisse,Route et pistes cyclables,Lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.457735520389962,49.24257399999999,-0.249301,49.33577681858818&crs=EPSG:4326","('-0.457735520389962', '49.24257399999999')","('-0.249301', '49.33577681858818')","(-0.353518260194981, 49.28917540929409)",272.48
168,"EV15 - Voie Verte du canal du Rhône au Rhin, de Friesenheim à Artzenheim",https://www.af3v.org/les-voies-vertes/voies/715-ev15-voie-verte-du-canal-du-rhone-au-rhin-de-friesenheim-a-artzenheim,FRIESENHEIM,ARTZENHEIM,"24,7km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.532893,48.116679,7.650143000000001,48.319681&crs=EPSG:4326","('7.532893', '48.116679')","('7.650143000000001', '48.319681')","(7.591518000000001, 48.218180000000004)",251.19
169,"EV3 - Scandibérique / Tour Charente, de Châteauneuf-sur-Charente à Reignac",https://www.af3v.org/les-voies-vertes/voies/667-ev3-scandiberique-tour-charente-de-chateauneuf-sur-charente-a-reignac,CHATEAUNEUF SUR CHARENTE,REIGNAC,"25,2km",Voie verte lisse,Véloroute,Divers revêtements,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.180352,45.41961206805682,-0.050060999999999994,45.59638400000001&crs=EPSG:4326","('-0.180352', '45.41961206805682')","('-0.050060999999999994', '45.59638400000001')","(-0.1152065, 45.50799803402842)",273.68
170,So vélo Marmande-Casteljaloux,https://www.af3v.org/les-voies-vertes/voies/1096-so-velo-marmande-casteljaloux,MARMANDE,CASTELJALOUX,"25,3km",Voie verte lisse,Voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.06207383763129639,44.28681299273104,0.142181754516731,44.505973983376386&crs=EPSG:4326","('0.06207383763129639', '44.28681299273104')","('0.142181754516731', '44.505973983376386')","(0.1021277960740137, 44.39639348805372)",273.07
171,"V16a - Avenue Verte London - Paris, de St-Germer-de-Fly à Beauvais",https://www.af3v.org/les-voies-vertes/voies/411-v16a-avenue-verte-london-paris-de-st-germer-de-fly-a-beauvais,ST GERMER DE FLY,BEAUVAIS,"25,4km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.7897822414358902,49.412724000000004,2.089807722584797,49.45513936124919&crs=EPSG:4326","('1.7897822414358902', '49.412724000000004')","('2.089807722584797', '49.45513936124919')","(1.9397949820103435, 49.433931680624596)",269.73
172,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Rethel à Semuy",https://www.af3v.org/les-voies-vertes/voies/1167-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-rethel-a-semuy,RETHEL,SEMUY,"25,5km",Voie verte lisse,véloroute,enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.3607665177079,49.474789841594585,4.65256050804158,49.504597080787896&crs=EPSG:4326","('4.3607665177079', '49.474789841594585')","('4.65256050804158', '49.504597080787896')","(4.50666351287474, 49.48969346119124)",267.31
173,"Piste des bords de la Seine et de la Marne, de Charenton à Noisiel",https://www.af3v.org/les-voies-vertes/voies/78-piste-des-bords-de-la-seine-et-de-la-marne-de-charenton-a-noisiel,CHARENTON LE PONT,NOISIEL,"25,5km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.40818832806483,48.80508992154932,2.6301217039533,48.86645959245939&crs=EPSG:4326","('2.40818832806483', '48.80508992154932')","('2.6301217039533', '48.86645959245939')","(2.5191550160090648, 48.83577475700436)",272.47
174,Voie verte de la Vallée de la Vie,https://www.af3v.org/les-voies-vertes/voies/1010-voie-verte-de-la-vallee-de-la-vie,LE MESNIL MAUGER,LISORES,"25,6km",Voie verte lisse,Ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.017606,48.91629446328069,0.22030055390636796,49.086670000000005&crs=EPSG:4326","('0.017606', '48.91629446328069')","('0.22030055390636796', '49.086670000000005')","(0.11895327695318399, 49.00148223164035)",269.43
175,"EV15 - Véloroute du Rhin, de Neuf-Brisach à Bantzenheim",https://www.af3v.org/les-voies-vertes/voies/717-ev15-veloroute-du-rhin-de-neuf-brisach-a-bantzenheim,ARTZENHEIM,BANTZENHEIM,"25,7km",Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.512766,47.82434333861292,7.555649,48.018531&crs=EPSG:4326","('7.512766', '47.82434333861292')","('7.555649', '48.018531')","(7.5342075, 47.92143716930646)",248.75
176,EV6 - de l'Atlantique à la Mer Noire / V51,https://www.af3v.org/les-voies-vertes/voies/586-ev6-de-l-atlantique-a-la-mer-noire-v51-tour-de-bourgogne-de-montchanin-a-santenay,MONTCHANIN,SANTENAY,"26,0km",Voie verte lisse,Voies vertes et petites routes en voie partagée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.495891,46.745035,4.693748,46.902563&crs=EPSG:4326","('4.495891', '46.745035')","('4.693748', '46.902563')","(4.5948195, 46.823799)",249.36
177,"EV3 / V41 - EV3 : la Scandibérique / V41 : St-Jacques à vélo via Chartres, de La Brède à Hostens",https://www.af3v.org/les-voies-vertes/voies/368-ev3-la-scandiberique-v41-st-jacques-a-velo-via-chartres-de-la-brede-a-hostens,LA BREDE,HOSTENS,"26,0km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.663386,44.492074,-0.516053,44.684034&crs=EPSG:4326","('-0.663386', '44.492074')","('-0.516053', '44.684034')","(-0.5897195, 44.588054)",274.28
178,V56 - de Castillon-de-Castets à Le Nizan-Gare,https://www.af3v.org/les-voies-vertes/voies/755-v56-de-castillon-de-castets-a-le-nizan-gare,CASTILLON DE CASTETS,LE NIZAN,"26,2km",Voie verte lisse,Ancienne voie ferrée et chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.30122299999999996,44.462573999999975,-0.110705009203161,44.56366599999999&crs=EPSG:4326","('-0.30122299999999996', '44.462573999999975')","('-0.110705009203161', '44.56366599999999')","(-0.20596400460158049, 44.51311999999999)",274.28
179,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Charmes à Epinal",https://www.af3v.org/les-voies-vertes/voies/827-la-voie-bleue-moselle-saone-a-velo-de-charmes-a-epinal,CHARMES,EPINAL,"26,2km",Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.295418,48.18541399999998,6.451201,48.37415899999999&crs=EPSG:4326","('6.295418', '48.18541399999998')","('6.451201', '48.37415899999999')","(6.3733094999999995, 48.279786499999986)",260.3
180,"IC33 - Véloroute de la vallée de la Bruche, de Schirmeck à Molsheim",https://www.af3v.org/les-voies-vertes/voies/774-ic-33-veloroute-de-la-vallee-de-la-bruche-de-schirmeck-a-molsheim,SCHIRMECK,MOLSHEIM,"26,2km",Voie verte lisse,,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.2214670000000005,48.48123599999998,7.492542,48.538855000000005&crs=EPSG:4326","('7.2214670000000005', '48.48123599999998')","('7.492542', '48.538855000000005')","(7.3570045, 48.51004549999999)",253.62
181,"EV17 - ViaRhôna, de Caderousse à Avignon",https://www.af3v.org/les-voies-vertes/voies/540-viarhona-de-caderousse-a-avignon,CADEROUSSE,AVIGNON,"26,4km",Voie verte lisse,Voies partagées (85%) - Voies en site propre (15%),Bitume principalement,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.7544653827598555,43.95257699999999,4.843989689982094,44.099984613456165&crs=EPSG:4326","('4.7544653827598555', '43.95257699999999')","('4.843989689982094', '44.099984613456165')","(4.799227536370974, 44.02628080672808)",259.4
182,"EV5 - Via Romea Francigena / Voie Verte du canal de la Bruche, de Strasbourg à Molsheim",https://www.af3v.org/les-voies-vertes/voies/51-ev5-via-romea-francigena-voie-verte-du-canal-de-la-bruche-de-strasbourg-a-molsheim,STRASBOURG,MOLSHEIM,"26,5km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.492129,48.53723050072369,7.738244999999999,48.580836&crs=EPSG:4326","('7.492129', '48.53723050072369')","('7.738244999999999', '48.580836')","(7.615187, 48.55903325036184)",253.0
183,"EV19 - La Meuse à vélo, de Charleville-Mézières à Sedan",https://www.af3v.org/les-voies-vertes/voies/516-ev19-la-meuse-a-velo-de-charleville-mezieres-a-sedan,CHARLEVILLE MEZIERES,SEDAN,"26,9km",Voie verte lisse,Chemin de halage,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.725656260038555,49.692033,4.935833000000001,49.758292808301185&crs=EPSG:4326","('4.725656260038555', '49.692033')","('4.935833000000001', '49.758292808301185')","(4.830744630019278, 49.725162904150594)",267.0
184,"Le Canal des 2 mers à vélo (V80), en Haute-Garonne de Saint-Rustice à Toulouse",https://www.af3v.org/les-voies-vertes/voies/5-le-canal-des-2-mers-a-velo-v80-en-haute-garonne-de-saint-rustice-a-toulouse,TOULOUSE,ST RUSTICE,"27,0km",Voie verte lisse,Canal,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.300512,43.61128,1.423481,43.82818&crs=EPSG:4326","('1.300512', '43.61128')","('1.423481', '43.82818')","(1.3619965, 43.71973)",244.18
185,"V56-V91 - St-Jacques à vélo, de Mouleydier à Pont-de-la-Beauze",https://www.af3v.org/les-voies-vertes/voies/1196-st-jacques-a-velo-de-mouleydier-a-pont-de-la-beauze,MOULEYDIER,STE FOY LA GRANDE,"27,2km",Voie verte lisse,Chemin de halage et voies partagées.,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.193935,44.81930615216469,0.5929332027991058,44.87101610034227&crs=EPSG:4326","('0.193935', '44.81930615216469')","('0.5929332027991058', '44.87101610034227')","(0.39343410139955287, 44.84516112625348)",274.29
186,"EV5 / V52 - Voie Verte du canal de la Marne au Rhin, de Waltenheim-sur-Zorn à Strasbourg",https://www.af3v.org/les-voies-vertes/voies/696-ev5-v52-voie-verte-du-canal-de-la-marne-au-rhin-de-waltenheim-sur-zorn-a-strasbourg,WALTENHEIM SUR ZORN,STRASBOURG,"27,2km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.632746,48.573901000000006,7.787622,48.748879999999986&crs=EPSG:4326","('7.632746', '48.573901000000006')","('7.787622', '48.748879999999986')","(7.710184, 48.661390499999996)",253.32
187,"Voie Verte de la vallée de la Baïse (V82), en Lot-et-Garonne",https://www.af3v.org/les-voies-vertes/voies/1291-voie-verte-de-la-vallee-de-la-baise-v82-en-lot-et-garonne,FEUGAROLLES,MONCRABEAU,"27,2km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.29440141809185,44.01350988907369,0.368410518242366,44.222331410966&crs=EPSG:4326","('0.29440141809185', '44.01350988907369')","('0.368410518242366', '44.222331410966')","(0.331405968167108, 44.11792065001984)",272.47
188,"V43 - La Vélo Francette / Voie verte de la Suisse normande, de Caen à Thury-Harcourt",https://www.af3v.org/les-voies-vertes/voies/383-v43-la-velo-francette-voie-verte-de-la-suisse-normande-de-caen-a-thury-harcourt,CAEN,LE HOM,"27,3km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.482578,48.988700183419795,-0.35327,49.178183000000004&crs=EPSG:4326","('-0.482578', '48.988700183419795')","('-0.35327', '49.178183000000004')","(-0.41792399999999996, 49.0834415917099)",272.17
189,"Pistes de la forêt de Compiègne, de Compiègne à Pierrefonds",https://www.af3v.org/les-voies-vertes/voies/215-pistes-de-la-foret-de-compiegne-de-compiegne-a-pierrefonds,COMPIEGNE,COMPIEGNE,"27,5km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.836146,49.349458,2.977172,49.405668&crs=EPSG:4326","('2.836146', '49.349458')","('2.977172', '49.405668')","(2.906659, 49.377562999999995)",270.33
190,"V52 - Paris - Strasbourg, de Toul à Méréville / Voie verte du canal de la Marne au Rhin",https://www.af3v.org/les-voies-vertes/voies/840-v52-paris-strasbourg-de-toul-a-mereville-voie-verte-du-canal-de-la-marne-au-rhin,TOUL,MEREVILLE,"27,8km",Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.892032999999999,48.602306,6.15381,48.674675999999984&crs=EPSG:4326","('5.892032999999999', '48.602306')","('6.15381', '48.674675999999984')","(6.022921499999999, 48.63849099999999)",256.97
191,"EV3 / V48 - Scandibérique / La Méridienne à vélo, de Châlette-sur-Loing à Châtillon-Coligny",https://www.af3v.org/les-voies-vertes/voies/674-scandiberique-la-meridienne-a-velo-de-chalette-sur-loing-a-chatillon-coligny,CHALETTE SUR LOING,CHATILLON COLIGNY,"27,8km",Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.72184581286255,47.822271173181875,2.843373,48.02805206831714&crs=EPSG:4326","('2.72184581286255', '47.822271173181875')","('2.843373', '48.02805206831714')","(2.782609406431275, 47.925161620749506)",275.51
192,"EV6 - de l'Atlantique à la Mer Noire / V51a : Tour de Bourgogne du sud, de Santenay à Chalon-sur-Saône",https://www.af3v.org/les-voies-vertes/voies/189-ev6-de-l-atlantique-a-la-mer-noire-v51a-tour-de-bourgogne-du-sud-de-santenay-a-chalon-sur-saone,SANTENAY,CHALON SUR SAONE,"27,9km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.693772,46.776094,4.861416,46.911068&crs=EPSG:4326","('4.693772', '46.776094')","('4.861416', '46.911068')","(4.777594000000001, 46.843581)",251.79
193,La Voie Bressane / Louhans - Lons-le-Saunier,https://www.af3v.org/les-voies-vertes/voies/495-la-voie-bressane-louhans-lons-le-saunier,LOUHANS,LONS LE SAUNIER,"28,0km",Voie verte lisse,enrobé quelques courts passages en enduit,Français,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.24228,46.62565,5.559443,46.676131&crs=EPSG:4326","('5.24228', '46.62565')","('5.559443', '46.676131')","(5.4008614999999995, 46.6508905)",256.37
194,"EV17 - Via Rhôna, de Jons à Lyon",https://www.af3v.org/les-voies-vertes/voies/213-ev17-via-rhona-de-jons-a-lyon,VAULX EN VELIN,LYON 07,"28,1km",Voie verte lisse,Canal,Stabilisé bien roulant et enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.83333,45.74812800000001,5.07874457143093,45.80983699999998&crs=EPSG:4326","('4.83333', '45.74812800000001')","('5.07874457143093', '45.80983699999998')","(4.956037285715465, 45.7789825)",255.43
195,De Marseillan-Plage à Balaruc-le-Vieux - Partie nord du tour de l'étang de Thau,https://www.af3v.org/les-voies-vertes/voies/341-de-marseillan-plage-a-balaruc-le-vieux-partie-nord-du-tour-de-l-etang-de-thau,MARSEILLAN,BALARUC LE VIEUX,"28,2km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.530954,43.319171,3.68301694668896,43.47017687670327&crs=EPSG:4326","('3.530954', '43.319171')","('3.68301694668896', '43.47017687670327')","(3.60698547334448, 43.39467393835163)",248.15
196,V65 - de Port-Grimaud à Fréjus / Parcours cyclable du littoral,https://www.af3v.org/les-voies-vertes/voies/538-v65-de-port-grimaud-a-frejus-parcours-cyclable-du-littoral,GRIMAUD,FREJUS,"28,5km",Voie verte lisse,voies vertes 80 % voies partagées 20 %,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.5733,43.26725,6.73688,43.42495&crs=EPSG:4326","('6.5733', '43.26725')","('6.73688', '43.42495')","(6.6550899999999995, 43.3461)",236.58
197,"EV3 / V52 - Scandibérique, de Claye-Souilly à Paris / Paris - Strasbourg / Voie Verte du Canal de l'Ourcq",https://www.af3v.org/les-voies-vertes/voies/11-ev3-scandiberique-de-claye-souilly-a-paris-v-52-paris-strasbourg-voie-verte-du-canal-de-l-ourcq,CLAYE SOUILLY,PARIS 01,"28,6km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.3443464781422216,48.85383999569388,2.665687,48.95702&crs=EPSG:4326","('2.3443464781422216', '48.85383999569388')","('2.665687', '48.95702')","(2.505016739071111, 48.90542999784694)",271.56
198,Véloroute du Pays de Bitche,https://www.af3v.org/les-voies-vertes/voies/911-veloroute-du-pays-de-bitche,WALSCHBRONN,LEMBERG,"28,7km",Voie verte lisse,voie verte et voie partagée,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.35652582615069,48.98696948940828,7.482750582373961,49.14441498087219&crs=EPSG:4326","('7.35652582615069', '48.98696948940828')","('7.482750582373961', '49.14441498087219')","(7.419638204262325, 49.06569223514023)",257.26
199,Voie Verte de la forêt de la Hardt,https://www.af3v.org/les-voies-vertes/voies/123-voie-verte-de-la-foret-de-la-hardt,KEMBS,MUNCHHOUSE,"28,9km",Voie verte lisse,Sentier,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.441809054973601,47.652878999999984,7.5110220000000005,47.883575&crs=EPSG:4326","('7.441809054973601', '47.652878999999984')","('7.5110220000000005', '47.883575')","(7.4764155274868, 47.768226999999996)",248.45
200,"Voie Verte du Canal du Midi à Montségur, tronçon Moulin-Neuf à Bram",https://www.af3v.org/les-voies-vertes/voies/1005-voie-verte-du-canal-du-midi-a-montsegur-troncon-moulin-neuf-a-bram,MOULIN NEUF,MONTREAL,"29,5km",Voie verte lisse,Voie ferrée,Stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.94825149642393,43.077260882102586,2.12623374079374,43.255435498541885&crs=EPSG:4326","('1.94825149642393', '43.077260882102586')","('2.12623374079374', '43.255435498541885')","(2.0372426186088353, 43.16634819032224)",240.54
201,"V31 - Véloroute de la Forêt de Mormal, de Denain à Le Quesnoy",https://www.af3v.org/les-voies-vertes/voies/739-veloroute-de-la-foret-de-mormal-de-denain-a-le-quesnoy,DENAIN,LE QUESNOY,"29,5km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.385733,50.250219,3.636709,50.32783099999999&crs=EPSG:4326","('3.385733', '50.250219')","('3.636709', '50.32783099999999')","(3.511221, 50.289024999999995)",265.16
202,"EV3 - Scandibérique / Voie Verte du canal du Loing, de Nemours à Châlette-sur-Loing",https://www.af3v.org/les-voies-vertes/voies/486-ev3-scandiberique-voie-verte-du-canal-du-loing-de-nemours-a-chalette-sur-loing,NEMOURS,CHALETTE SUR LOING,"29,6km",Voie verte lisse,Chemin de halage,mixte,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.688869,48.02707399999999,2.764593,48.266316&crs=EPSG:4326","('2.688869', '48.02707399999999')","('2.764593', '48.266316')","(2.726731, 48.146694999999994)",274.31
203,"Voie Verte le Chemin vert, liaison entre voie Bleue (V50) et vallée du Doubs (EV6)",https://www.af3v.org/les-voies-vertes/voies/124-voie-verte-le-chemin-vert-liaison-entre-voie-bleue-v50-et-vallee-du-doubs-ev6,VESOUL,LOULANS VERCHAMP,"29,7km",Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.1534959050295805,47.439417999999975,6.281213,47.61936999999998&crs=EPSG:4326","('6.1534959050295805', '47.439417999999975')","('6.281213', '47.61936999999998')","(6.21735445251479, 47.52939399999998)",257.27
