,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,% Couverture correspondant (200m),Groupes nature voie,Energie produite annuelle (kWh),Énergie produite annuelle (kWh / 860m2 de panneau),Unnamed: 0,SolarScore
146,"V51a - Voie Verte de Bourgogne du sud, de St-Gengoux-le-National à Cluny",https://www.af3v.org/les-voies-vertes/voies/742-v51a-voie-verte-de-bourgogne-du-sud-de-st-gengoux-le-national-a-cluny,St gengoux le national,Cluny,22.3,Voie verte lisse,Ancienne voie ferrée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.66611,46.424835,4.747349,46.777368&crs=EPSG:4326","('4.66611', '46.424835')","('4.747349', '46.777368')","(4.7067295, 46.6011015)",0.9,Ancienne ligne ferrovière,78.36,67390.0,146,D
147,"EV15 - Véloroute du Rhin, de Seltz à Drusenheim",https://www.af3v.org/les-voies-vertes/voies/714-ev15-veloroute-du-rhin-de-seltz-a-drusenheim,Seltz,Drusenheim,22.3,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.952501815421089,48.757226999999986,8.133284,48.888166217762105&crs=EPSG:4326","('7.952501815421089', '48.757226999999986')","('8.133284', '48.888166217762105')","(8.042892907710545, 48.822696608881046)",0.9,Bord de route,74.02,63657.0,147,D
148,"V52 - Paris - Strasbourg, de Nancy à Einville-au-Jard / Voie verte du canal de la Marne au Rhin",https://www.af3v.org/les-voies-vertes/voies/839-v52-paris-strasbourg-de-nancy-a-einville-au-jard-voie-verte-du-canal-de-la-marne-au-rhin,Laneuveville devant nancy,Einville au jard,22.4,Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.232509097687702,48.628468347035785,6.489608938310736,48.65942801286173&crs=EPSG:4326","('6.232509097687702', '48.628468347035785')","('6.489608938310736', '48.65942801286173')","(6.361059017999219, 48.64394817994876)",0.89,Voie verte,73.09,62857.0,148,D
149,Avenue Verte de Tarentaise,https://www.af3v.org/les-voies-vertes/voies/153-avenue-verte-de-tarentaise,Aime la plagne,Autreppes,22.4,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.565159,45.511305,6.7888133473450285,45.62222254588365&crs=EPSG:4326","('6.565159', '45.511305')","('6.7888133473450285', '45.62222254588365')","(6.676986173672514, 45.566763772941826)",0.89,Bord de sentier,87.12,74923.0,149,C
150,Voie Verte Lacanau - Arès,https://www.af3v.org/les-voies-vertes/voies/177-voie-verte-lacanau-ares,Lacanau,Ares,22.5,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.136632,44.779506,-1.077975,44.972055&crs=EPSG:4326","('-1.136632', '44.779506')","('-1.077975', '44.972055')","(-1.1073035, 44.8757805)",0.89,Bord de voie ferrée,89.26,76764.0,150,C
151,"EV5 / V52 - Via Romea Francigena : Paris - Strasbourg / Voie Verte du canal de la Marne au Rhin, de Saverne à Waltenheim-sur-Zorn",https://www.af3v.org/les-voies-vertes/voies/48-ev5-via-romea-francigena-v52-paris-strasbourg-voie-verte-du-canal-de-la-marne-au-rhin-de-saverne-a-waltenheim-sur-zorn,Saverne,Waltenheim,22.5,Voie verte lisse,Chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.361339,48.739893,7.632746,48.76330199999999&crs=EPSG:4326","('7.361339', '48.739893')","('7.632746', '48.76330199999999')","(7.4970425, 48.751597499999995)",0.89,Bord de rivière ou canal,74.62,64173.0,151,D
152,"EV1 - La Vélodyssée, de Lège-Cap-Ferret à Biganos",https://www.af3v.org/les-voies-vertes/voies/654-ev1-la-velodyssee-de-lege-cap-ferret-a-biganos,Lege cap ferret,Biganos,22.8,Voie verte lisse,Sentier,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.143329,44.63826287190792,-0.959302,44.781975&crs=EPSG:4326","('-1.143329', '44.63826287190792')","('-0.959302', '44.781975')","(-1.0513155, 44.71011893595396)",0.88,Bord de sentier,86.54,74424.0,152,C
153,"EV5-V32 - Via Romea Francigena / Véloroute Lille - Paris, de Lens à Don",https://www.af3v.org/les-voies-vertes/voies/694-via-romea-francigena-veloroute-lille-paris-de-lens-a-don,Lens,Don,29.1,Voie verte lisse,Chemin de halage et voies partagées.,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.7890669746593004,50.4213231427521,2.91035,50.545773&crs=EPSG:4326","('2.7890669746593004', '50.4213231427521')","('2.91035', '50.545773')","(2.84970848732965, 50.48354807137605)",0.69,Bord de rivière ou canal,62.99,54171.0,153,E
154,"V43 - La Vélo Francette / Voie verte de la Suisse normande, de Thury-Harcourt à Pont-d'Ouilly",https://www.af3v.org/les-voies-vertes/voies/806-v43-la-velo-francette-voie-verte-de-la-suisse-normande-de-thury-harcourt-a-pont-d-ouilly,Le hom,Pont d ouilly,23.2,Voie verte lisse,,,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.510786,48.873849733175504,-0.404877,48.988700183419795&crs=EPSG:4326","('-0.510786', '48.873849733175504')","('-0.404877', '48.988700183419795')","(-0.45783149999999995, 48.93127495829765)",0.86,Voie verte,63.29,54429.0,154,E
155,"V16 - Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Forges-les-Eaux à Mesnières en Bray",https://www.af3v.org/les-voies-vertes/voies/32-avenue-verte-london-paris-voie-verte-du-pays-de-bray-de-forges-les-eaux-a-mesnieres-en-bray,Dieppe,Forges les eaux,23.2,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3796611074728766,49.608211999999995,1.542654,49.76067393549589&crs=EPSG:4326","('1.3796611074728766', '49.608211999999995')","('1.542654', '49.76067393549589')","(1.4611575537364383, 49.68444296774794)",0.86,Bord de voie ferrée,62.34,53612.0,155,E
156,V91 - Promenade Périgord - Quercy,,,,,,,,,,,,,,,,156,C
157,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Monthermé à Charleville-Mézières",https://www.af3v.org/les-voies-vertes/voies/720-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-montherme-a-charleville-mezieres,Montherme,Charleville mezieres,23.3,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.7238370000000005,49.758307,4.781113,49.88784686449263&crs=EPSG:4326","('4.7238370000000005', '49.758307')","('4.781113', '49.88784686449263')","(4.7524750000000004, 49.823076932246316)",0.86,Bord de rivière ou canal,61.77,53122.0,157,E
158,V 3003 - Voie verte du Pont-du-Gard,https://www.af3v.org/les-voies-vertes/voies/451-voie-verte-du-pont-du-gard,Uzes,Sernhac,23.3,Voie verte lisse,Voie  en site propre,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.40331537332972,43.91265700000001,4.559777,44.010078&crs=EPSG:4326","('4.40331537332972', '43.91265700000001')","('4.559777', '44.010078')","(4.48154618666486, 43.96136750000001)",0.86,Voie verte,107.23,92218.0,158,B
159,"EV5 - Via Romea Francigena, de Calais à Ardres",https://www.af3v.org/les-voies-vertes/voies/690-ev5-via-romea-francigena-de-calais-a-ardres,Calais,Ardres,23.5,Voie verte lisse,,,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.8546870504537603,50.85054836224369,1.9804103955965797,50.961899999999986&crs=EPSG:4326","('1.8546870504537603', '50.85054836224369')","('1.9804103955965797', '50.961899999999986')","(1.91754872302517, 50.90622418112184)",0.85,Voie verte,69.07,59400.0,159,E
160,La FrancoVéloSuisse,https://www.af3v.org/les-voies-vertes/voies/343-la-francovelosuisse,Belfort,Delle,23.6,Voie verte lisse,Voies en site propre 95% ; voies partagées 5%,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.859455,47.50106,7.005097,47.628622&crs=EPSG:4326","('6.859455', '47.50106')","('7.005097', '47.628622')","(6.932276, 47.564841)",0.85,Voie verte,72.22,62109.0,160,D
161,"EV1 - Vélodyssée, de La Trembalde à Royan / Voie Verte de La Tremblade à Saint-Palais-sur-Mer",https://www.af3v.org/les-voies-vertes/voies/1218-velodyssee-de-la-trembalde-a-royan-voie-verte-de-la-tremblade-a-saint-palais-sur-mer,La tremblade,Royan,24.2,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.2307845781479803,45.617568,-1.031803,45.83742599999999&crs=EPSG:4326","('-1.2307845781479803', '45.617568')","('-1.031803', '45.83742599999999')","(-1.13129378907399, 45.72749699999999)",0.83,Bord de route,89.56,77022.0,161,C
162,Voie Verte de Cuise-la-Motte à Soissons,https://www.af3v.org/les-voies-vertes/voies/371-voie-verte-de-cuise-la-motte-a-soissons,Cuise la motte,Soissons,24.2,Voie verte lisse,Voie ferrée,enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.00041,49.3640142797837,3.3290182016486,49.405394999999984&crs=EPSG:4326","('3.00041', '49.3640142797837')","('3.3290182016486', '49.405394999999984')","(3.1647141008243, 49.384704639891844)",0.83,Bord de voie ferrée,64.82,55745.0,162,E
163,Voie Verte Lo Camin de Hé,https://www.af3v.org/les-voies-vertes/voies/327-voie-verte-lo-camin-de-he,Vielle st girons,Taller,24.2,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.309854,43.867587,-1.071773,43.918931&crs=EPSG:4326","('-1.309854', '43.867587')","('-1.071773', '43.918931')","(-1.1908135, 43.893259)",0.83,Bord de voie ferrée,87.77,75482.0,163,C
164,"V56 - St-Jacques à vélo via Vézelay / Voie Verte des Berges de l'Isle, de Bassillac à Marsac-sur-l'Isle",https://www.af3v.org/les-voies-vertes/voies/129-st-jacques-a-velo-via-vezelay-voie-verte-des-berges-de-l-isle-de-bassillac-a-marsac-sur-l-isle,Bassillac,Marsac sur l isle,24.3,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.6106,45.174799,0.803579,45.203479&crs=EPSG:4326","('0.6106', '45.174799')","('0.803579', '45.203479')","(0.7070895, 45.189139)",0.82,Bord de sentier,79.25,68155.0,164,D
165,"EV4 - La Vélomaritime, de Honfleur au Havre",https://www.af3v.org/les-voies-vertes/voies/651-ev4-la-velomaritime-de-honfleur-au-havre,Honfleur,Le havre,24.4,Voie verte lisse,Route,Lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.096297803020272,49.417582930517,0.27572251899272104,49.49272563192889&crs=EPSG:4326","('0.096297803020272', '49.417582930517')","('0.27572251899272104', '49.49272563192889')","(0.18601016100649653, 49.455154281222946)",0.82,Bord de route,71.53,61516.0,165,D
166,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/903-voie-verte-la-traverse,St trivier de courtes,Attignat,24.6,Voie verte lisse,ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.262109382277,5.17466171262422,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.262109382277')","('5.17466171262422', '46.45792289103629')","(5.126783416020437, 46.36001613665665)",0.81,Ancienne ligne ferrovière,81.71,70271.0,166,C
167,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/1140-voie-verte-la-traverse,Courtes,Saint-just,46.6,Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.17897245843408,5.3222483132098,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.17897245843408')","('5.3222483132098', '46.45792289103629')","(5.200576716313227, 46.31844767473518)",0.43,Voie verte,82.01,70529.0,166,C
168,"EV4 - La Vélomaritime, de Courseulles-sur-Mer à Bénouville",https://www.af3v.org/les-voies-vertes/voies/649-ev4-la-velomaritime-de-courseulles-sur-mer-a-benouville,Courseulles sur mer,Benouville,24.7,Voie verte lisse,Route et pistes cyclables,Lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.457735520389962,49.24257399999999,-0.249301,49.33577681858818&crs=EPSG:4326","('-0.457735520389962', '49.24257399999999')","('-0.249301', '49.33577681858818')","(-0.353518260194981, 49.28917540929409)",0.81,Bord de route,73.38,63107.0,167,D
169,"EV15 - Voie Verte du canal du Rhône au Rhin, de Friesenheim à Artzenheim",https://www.af3v.org/les-voies-vertes/voies/715-ev15-voie-verte-du-canal-du-rhone-au-rhin-de-friesenheim-a-artzenheim,Friesenheim,Artzenheim,24.7,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.532893,48.116679,7.650143000000001,48.319681&crs=EPSG:4326","('7.532893', '48.116679')","('7.650143000000001', '48.319681')","(7.591518000000001, 48.218180000000004)",0.81,Bord de rivière ou canal,76.48,65773.0,168,D
170,"EV3 - Scandibérique / Tour Charente, de Châteauneuf-sur-Charente à Reignac",https://www.af3v.org/les-voies-vertes/voies/667-ev3-scandiberique-tour-charente-de-chateauneuf-sur-charente-a-reignac,Chateauneuf sur charente,Reignac,25.2,Voie verte lisse,Véloroute,Divers revêtements,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.180352,45.41961206805682,-0.050060999999999994,45.59638400000001&crs=EPSG:4326","('-0.180352', '45.41961206805682')","('-0.050060999999999994', '45.59638400000001')","(-0.1152065, 45.50799803402842)",0.79,Bord de route,79.18,68095.0,169,D
171,So vélo Marmande-Casteljaloux,https://www.af3v.org/les-voies-vertes/voies/1096-so-velo-marmande-casteljaloux,Marmande,Casteljaloux,25.3,Voie verte lisse,Voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.06207383763129639,44.28681299273104,0.142181754516731,44.505973983376386&crs=EPSG:4326","('0.06207383763129639', '44.28681299273104')","('0.142181754516731', '44.505973983376386')","(0.1021277960740137, 44.39639348805372)",0.79,Bord de voie ferrée,84.4,72584.0,170,C
172,"V16a - Avenue Verte London - Paris, de St-Germer-de-Fly à Beauvais",https://www.af3v.org/les-voies-vertes/voies/411-v16a-avenue-verte-london-paris-de-st-germer-de-fly-a-beauvais,St germer de fly,Beauvais,25.4,Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.7897822414358902,49.412724000000004,2.089807722584797,49.45513936124919&crs=EPSG:4326","('1.7897822414358902', '49.412724000000004')","('2.089807722584797', '49.45513936124919')","(1.9397949820103435, 49.433931680624596)",0.79,Ancienne ligne ferrovière,62.98,54163.0,171,E
173,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Rethel à Semuy",https://www.af3v.org/les-voies-vertes/voies/1167-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-rethel-a-semuy,Rethel,Semuy,25.5,Voie verte lisse,véloroute,enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.3607665177079,49.474789841594585,4.65256050804158,49.504597080787896&crs=EPSG:4326","('4.3607665177079', '49.474789841594585')","('4.65256050804158', '49.504597080787896')","(4.50666351287474, 49.48969346119124)",0.78,Bord de route,67.58,58119.0,172,E
174,"Piste des bords de la Seine et de la Marne, de Charenton à Noisiel",https://www.af3v.org/les-voies-vertes/voies/78-piste-des-bords-de-la-seine-et-de-la-marne-de-charenton-a-noisiel,Charenton le pont,Noisiel,25.5,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.40818832806483,48.80508992154932,2.6301217039533,48.86645959245939&crs=EPSG:4326","('2.40818832806483', '48.80508992154932')","('2.6301217039533', '48.86645959245939')","(2.5191550160090648, 48.83577475700436)",0.78,Bord de rivière ou canal,64.85,55771.0,173,E
175,Voie verte de la Vallée de la Vie,https://www.af3v.org/les-voies-vertes/voies/1010-voie-verte-de-la-vallee-de-la-vie,Le mesnil mauger,Lisores,25.6,Voie verte lisse,Ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.017606,48.91629446328069,0.22030055390636796,49.086670000000005&crs=EPSG:4326","('0.017606', '48.91629446328069')","('0.22030055390636796', '49.086670000000005')","(0.11895327695318399, 49.00148223164035)",0.78,Ancienne ligne ferrovière,65.41,56253.0,174,E
176,"EV15 - Véloroute du Rhin, de Neuf-Brisach à Bantzenheim",https://www.af3v.org/les-voies-vertes/voies/717-ev15-veloroute-du-rhin-de-neuf-brisach-a-bantzenheim,Artzenheim,Bantzenheim,25.7,Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.512766,47.82434333861292,7.555649,48.018531&crs=EPSG:4326","('7.512766', '47.82434333861292')","('7.555649', '48.018531')","(7.5342075, 47.92143716930646)",0.78,Bord de route,77.71,66831.0,175,D
177,EV6 - de l'Atlantique à la Mer Noire / V51,https://www.af3v.org/les-voies-vertes/voies/586-ev6-de-l-atlantique-a-la-mer-noire-v51-tour-de-bourgogne-de-montchanin-a-santenay,Montchanin,Santenay,25.9,Voie verte lisse,Voies vertes et petites routes en voie partagée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.495891,46.745035,4.693748,46.902563&crs=EPSG:4326","('4.495891', '46.745035')","('4.693748', '46.902563')","(4.5948195, 46.823799)",0.77,Bord de route,77.41,66573.0,176,D
178,"EV3 / V41 - EV3 : la Scandibérique / V41 : St-Jacques à vélo via Chartres, de La Brède à Hostens",https://www.af3v.org/les-voies-vertes/voies/368-ev3-la-scandiberique-v41-st-jacques-a-velo-via-chartres-de-la-brede-a-hostens,La brede,Hostens,26.0,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.663386,44.492074,-0.516053,44.684034&crs=EPSG:4326","('-0.663386', '44.492074')","('-0.516053', '44.684034')","(-0.5897195, 44.588054)",0.77,Bord de voie ferrée,81.95,70477.0,177,C
179,V56 - de Castillon-de-Castets à Le Nizan-Gare,https://www.af3v.org/les-voies-vertes/voies/755-v56-de-castillon-de-castets-a-le-nizan-gare,Castillon de castets,Le nizan,26.2,Voie verte lisse,Ancienne voie ferrée et chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.30122299999999996,44.462573999999975,-0.110705009203161,44.56366599999999&crs=EPSG:4326","('-0.30122299999999996', '44.462573999999975')","('-0.110705009203161', '44.56366599999999')","(-0.20596400460158049, 44.51311999999999)",0.76,Bord de rivière ou canal,83.8,72068.0,178,C
180,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Charmes à Epinal",https://www.af3v.org/les-voies-vertes/voies/827-la-voie-bleue-moselle-saone-a-velo-de-charmes-a-epinal,Charmes,Epinal,26.2,Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.295418,48.18541399999998,6.451201,48.37415899999999&crs=EPSG:4326","('6.295418', '48.18541399999998')","('6.451201', '48.37415899999999')","(6.3733094999999995, 48.279786499999986)",0.76,Piste cyclable,73.13,62892.0,179,D
181,"IC33 - Véloroute de la vallée de la Bruche, de Schirmeck à Molsheim",https://www.af3v.org/les-voies-vertes/voies/774-ic-33-veloroute-de-la-vallee-de-la-bruche-de-schirmeck-a-molsheim,Schirmeck,Molsheim,26.2,Voie verte lisse,,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.2214670000000005,48.48123599999998,7.492542,48.538855000000005&crs=EPSG:4326","('7.2214670000000005', '48.48123599999998')","('7.492542', '48.538855000000005')","(7.3570045, 48.51004549999999)",0.76,Voie verte,74.64,64190.0,180,D
182,"EV17 - ViaRhôna, de Caderousse à Avignon",https://www.af3v.org/les-voies-vertes/voies/540-viarhona-de-caderousse-a-avignon,Caderousse,Avignon,26.4,Voie verte lisse,Voies partagées (85%) - Voies en site propre (15%),Bitume principalement,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.7544653827598555,43.95257699999999,4.843989689982094,44.099984613456165&crs=EPSG:4326","('4.7544653827598555', '43.95257699999999')","('4.843989689982094', '44.099984613456165')","(4.799227536370974, 44.02628080672808)",0.76,Voie verte,109.04,93774.0,181,B
183,"EV5 - Via Romea Francigena / Voie Verte du canal de la Bruche, de Strasbourg à Molsheim",https://www.af3v.org/les-voies-vertes/voies/51-ev5-via-romea-francigena-voie-verte-du-canal-de-la-bruche-de-strasbourg-a-molsheim,Strasbourg,Molsheim,26.5,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.492129,48.53723050072369,7.738244999999999,48.580836&crs=EPSG:4326","('7.492129', '48.53723050072369')","('7.738244999999999', '48.580836')","(7.615187, 48.55903325036184)",0.75,Bord de rivière ou canal,74.03,63666.0,182,D
184,"EV19 - La Meuse à vélo, de Charleville-Mézières à Sedan",https://www.af3v.org/les-voies-vertes/voies/516-ev19-la-meuse-a-velo-de-charleville-mezieres-a-sedan,Charleville mezieres,Sedan,26.9,Voie verte lisse,Chemin de halage,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.725656260038555,49.692033,4.935833000000001,49.758292808301185&crs=EPSG:4326","('4.725656260038555', '49.692033')","('4.935833000000001', '49.758292808301185')","(4.830744630019278, 49.725162904150594)",0.74,Bord de rivière ou canal,62.39,53655.0,183,E
185,"Le Canal des 2 mers à vélo (V80), en Haute-Garonne de Saint-Rustice à Toulouse",https://www.af3v.org/les-voies-vertes/voies/5-le-canal-des-2-mers-a-velo-v80-en-haute-garonne-de-saint-rustice-a-toulouse,Toulouse,St rustice,27.0,Voie verte lisse,Canal,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.300512,43.61128,1.423481,43.82818&crs=EPSG:4326","('1.300512', '43.61128')","('1.423481', '43.82818')","(1.3619965, 43.71973)",0.74,Bord de rivière ou canal,86.52,74407.0,184,C
186,"V56-V91 - St-Jacques à vélo, de Mouleydier à Pont-de-la-Beauze",https://www.af3v.org/les-voies-vertes/voies/1196-st-jacques-a-velo-de-mouleydier-a-pont-de-la-beauze,Mouleydier,Ste foy la grande,27.2,Voie verte lisse,Chemin de halage et voies partagées.,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.193935,44.81930615216469,0.5929332027991058,44.87101610034227&crs=EPSG:4326","('0.193935', '44.81930615216469')","('0.5929332027991058', '44.87101610034227')","(0.39343410139955287, 44.84516112625348)",0.74,Bord de rivière ou canal,80.46,69196.0,185,D
187,"EV5 / V52 - Voie Verte du canal de la Marne au Rhin, de Waltenheim-sur-Zorn à Strasbourg",https://www.af3v.org/les-voies-vertes/voies/696-ev5-v52-voie-verte-du-canal-de-la-marne-au-rhin-de-waltenheim-sur-zorn-a-strasbourg,Waltenheim sur zorn,Strasbourg,27.2,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.632746,48.573901000000006,7.787622,48.748879999999986&crs=EPSG:4326","('7.632746', '48.573901000000006')","('7.787622', '48.748879999999986')","(7.710184, 48.661390499999996)",0.74,Bord de rivière ou canal,74.02,63657.0,186,D
188,"Voie Verte de la vallée de la Baïse (V82), en Lot-et-Garonne",https://www.af3v.org/les-voies-vertes/voies/1291-voie-verte-de-la-vallee-de-la-baise-v82-en-lot-et-garonne,Feugarolles,Moncrabeau,27.2,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.29440141809185,44.01350988907369,0.368410518242366,44.222331410966&crs=EPSG:4326","('0.29440141809185', '44.01350988907369')","('0.368410518242366', '44.222331410966')","(0.331405968167108, 44.11792065001984)",0.74,Bord de voie ferrée,84.11,72335.0,187,C
189,"V43 - La Vélo Francette / Voie verte de la Suisse normande, de Caen à Thury-Harcourt",https://www.af3v.org/les-voies-vertes/voies/383-v43-la-velo-francette-voie-verte-de-la-suisse-normande-de-caen-a-thury-harcourt,Caen,Le hom,27.3,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.482578,48.988700183419795,-0.35327,49.178183000000004&crs=EPSG:4326","('-0.482578', '48.988700183419795')","('-0.35327', '49.178183000000004')","(-0.41792399999999996, 49.0834415917099)",0.73,Bord de voie ferrée,64.2,55212.0,188,E
190,"Pistes de la forêt de Compiègne, de Compiègne à Pierrefonds",https://www.af3v.org/les-voies-vertes/voies/215-pistes-de-la-foret-de-compiegne-de-compiegne-a-pierrefonds,Compiegne,Compiegne,27.5,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.836146,49.349458,2.977172,49.405668&crs=EPSG:4326","('2.836146', '49.349458')","('2.977172', '49.405668')","(2.906659, 49.377562999999995)",0.73,Bord de sentier,63.28,54421.0,189,E
191,"V52 - Paris - Strasbourg, de Toul à Méréville / Voie verte du canal de la Marne au Rhin",https://www.af3v.org/les-voies-vertes/voies/840-v52-paris-strasbourg-de-toul-a-mereville-voie-verte-du-canal-de-la-marne-au-rhin,Toul,Mereville,27.8,Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.892032999999999,48.602306,6.15381,48.674675999999984&crs=EPSG:4326","('5.892032999999999', '48.602306')","('6.15381', '48.674675999999984')","(6.022921499999999, 48.63849099999999)",0.72,Voie verte,73.08,62849.0,190,D
192,"EV3 / V48 - Scandibérique / La Méridienne à vélo, de Châlette-sur-Loing à Châtillon-Coligny",https://www.af3v.org/les-voies-vertes/voies/674-scandiberique-la-meridienne-a-velo-de-chalette-sur-loing-a-chatillon-coligny,Chalette sur loing,Chatillon coligny,27.8,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.72184581286255,47.822271173181875,2.843373,48.02805206831714&crs=EPSG:4326","('2.72184581286255', '47.822271173181875')","('2.843373', '48.02805206831714')","(2.782609406431275, 47.925161620749506)",0.72,Bord de rivière ou canal,68.82,59185.0,191,E
